town,flat_type,block / building,street_name,storey,floor_area_sqm,flat_model,lease_commence_date,rental_date,property_type
"Telok Blangah, Harbourfront",MANSIONETTE,THE INTERLACE,DEPOT ROAD,21,293.0,Condominium,2009,2025-08-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",4 ROOM,CLEMENTIWOODS CONDOMINIUM,WEST COAST ROAD,01,93.0,Condominium,2006,2025-08-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",3 ROOM,ARTRA,ALEXANDRA VIEW,16,77.0,Apartment,2016,2025-08-01,Condo / Private Apartment
"Raffles Place, Cecil, Marina, People's Park",2 ROOM,ROBINSON SUITES,ROBINSON ROAD,11,45.0,Apartment,Freehold,2025-08-01,Condo / Private Apartment
"Anson, Tanjong Pagar",3 ROOM,SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,16,61.0,Apartment,Freehold,2025-08-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",4 ROOM,VENTANA,PASIR PANJANG HILL,01,90.0,Apartment,Freehold,2025-08-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",4 ROOM,MARGARET VILLE,MARGARET DRIVE,21,85.0,Apartment,2017,2025-08-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",2 ROOM,MARGARET VILLE,MARGARET DRIVE,36,49.0,Apartment,2017,2025-08-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",3 ROOM,TWIN VEW,WEST COAST VALE,11,53.0,Apartment,2017,2025-08-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",4 ROOM,DOMAIN 21,DELTA ROAD,16,84.0,Condominium,2004,2025-07-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",3 ROOM,ALEX RESIDENCES,ALEXANDRA VIEW,26,63.0,Apartment,2013,2025-07-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",5 ROOM,HERITAGE VIEW,DOVER RISE,11,111.0,Condominium,1996,2025-07-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",5 ROOM,WESTCOVE CONDOMINIUM,WEST COAST CRESCENT,01,124.0,Condominium,1995,2025-07-01,Condo / Private Apartment
"Telok Blangah, Harbourfront",EXECUTIVE,THE INTERLACE,DEPOT ROAD,11,168.0,Condominium,2009,2025-07-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",3 ROOM,PARC RIVIERA,WEST COAST VALE,01,56.0,Condominium,2015,2025-07-01,Condo / Private Apartment
"Raffles Place, Cecil, Marina, People's Park",EXECUTIVE,MARINA BAY SUITES,CENTRAL BOULEVARD,06,150.0,Condominium,2007,2025-07-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",5 ROOM,TANGLIN VIEW,PRINCE CHARLES CRESCENT,11,116.0,Condominium,1997,2025-07-01,Condo / Private Apartment
"Anson, Tanjong Pagar",3 ROOM,CRAIG PLACE,CRAIG ROAD,06,53.0,Apartment,1997,2025-07-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",4 ROOM,THE CREST,PRINCE CHARLES CRESCENT,01,88.0,Condominium,2012,2025-07-01,Condo / Private Apartment
"Raffles Place, Cecil, Marina, People's Park",EXECUTIVE,MARINA BAY RESIDENCES,MARINA BOULEVARD,11,152.0,Condominium,2005,2025-07-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",2 ROOM,PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,01,46.0,Condominium,2014,2025-07-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",2 ROOM,COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,21,41.0,Condominium,2013,2025-07-01,Condo / Private Apartment
"Telok Blangah, Harbourfront",MANSIONETTE,CAPE ROYALE,COVE WAY,01,233.0,Condominium,2008,2025-07-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",3 ROOM,ONE-NORTH EDEN,SLIM BARRACKS RISE,11,64.0,Apartment,2019,2025-07-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",3 ROOM,RIVIERE,JIAK KIM STREET,21,78.0,Apartment,2018,2025-07-01,Condo / Private Apartment
"Raffles Place, Cecil, Marina, People's Park",MANSIONETTE,MARINA BAY SUITES,CENTRAL BOULEVARD,56,250.0,Condominium,2007,2025-07-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",3 ROOM,WHISTLER GRAND,WEST COAST VALE,16,57.0,Apartment,2018,2025-07-01,Condo / Private Apartment
"Raffles Place, Cecil, Marina, People's Park",4 ROOM,THE SAIL @ MARINA BAY,MARINA BOULEVARD,06,96.0,Apartment,2002,2025-07-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",MANSIONETTE,PALISADES,PASIR PANJANG ROAD,01,309.0,Condominium,Freehold,2025-07-01,Condo / Private Apartment
"Anson, Tanjong Pagar",3 ROOM,SKY EVERTON,EVERTON ROAD,06,63.0,Apartment,Freehold,2025-07-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",5 ROOM,CENTRAL GREEN CONDOMINIUM,JALAN MEMBINA,11,120.0,Condominium,1992,2025-07-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",4 ROOM,ARTRA,ALEXANDRA VIEW,31,97.0,Apartment,2016,2025-07-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",2 ROOM,PARC RIVIERA,WEST COAST VALE,11,43.0,Condominium,2015,2025-07-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",EXECUTIVE,QUEENS,STIRLING ROAD,21,131.0,Condominium,1998,2025-07-01,Condo / Private Apartment
"Anson, Tanjong Pagar",EXECUTIVE,INTERNATIONAL PLAZA,ANSON ROAD,46,140.0,Apartment,1970,2025-07-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",4 ROOM,PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,11,100.0,Condominium,2014,2025-07-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",4 ROOM,TWIN VEW,WEST COAST VALE,16,84.0,Apartment,2017,2025-07-01,Condo / Private Apartment
"Anson, Tanjong Pagar",3 ROOM,SKYSUITES@ANSON,ENGGOR STREET,46,62.0,Apartment,2008,2025-07-01,Condo / Private Apartment
"Raffles Place, Cecil, Marina, People's Park",EXECUTIVE,MARINA BAY SUITES,CENTRAL BOULEVARD,26,190.0,Condominium,2007,2025-07-01,Condo / Private Apartment
"Raffles Place, Cecil, Marina, People's Park",EXECUTIVE,MARINA BAY SUITES,CENTRAL BOULEVARD,31,146.0,Condominium,2007,2025-07-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",5 ROOM,THE INFINITI,WEST COAST PARK,11,121.0,Condominium,Freehold,2025-07-01,Condo / Private Apartment
"Anson, Tanjong Pagar",2 ROOM,SPOTTISWOODE SUITES,SPOTTISWOODE PARK ROAD,21,42.0,Apartment,Freehold,2025-07-01,Condo / Private Apartment
"Raffles Place, Cecil, Marina, People's Park",3 ROOM,THE SAIL @ MARINA BAY,MARINA BOULEVARD,46,64.0,Apartment,2002,2025-07-01,Condo / Private Apartment
"Telok Blangah, Harbourfront",MANSIONETTE,CAPE ROYALE,COVE WAY,06,233.0,Condominium,2008,2025-07-01,Condo / Private Apartment
"Raffles Place, Cecil, Marina, People's Park",EXECUTIVE,MARINA BAY SUITES,CENTRAL BOULEVARD,16,191.0,Condominium,2007,2025-07-01,Condo / Private Apartment
"Raffles Place, Cecil, Marina, People's Park",4 ROOM,THE SAIL @ MARINA BAY,MARINA BOULEVARD,21,83.0,Apartment,2002,2025-07-01,Condo / Private Apartment
"Telok Blangah, Harbourfront",1 ROOM,HARBOUR SUITES,KAMPONG BAHRU ROAD,01,39.0,Apartment,Freehold,2025-07-01,Condo / Private Apartment
"Telok Blangah, Harbourfront",2 ROOM,SKYLINE RESIDENCES,TELOK BLANGAH ROAD,01,45.0,Condominium,Freehold,2025-07-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",3 ROOM,WHISTLER GRAND,WEST COAST VALE,06,71.0,Apartment,2018,2025-07-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",3 ROOM,THE TRILINQ,JALAN LEMPENG,06,66.0,Condominium,2012,2025-07-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",5 ROOM,THE METROPOLITAN CONDOMINIUM,ALEXANDRA VIEW,36,127.0,Condominium,2006,2025-07-01,Condo / Private Apartment
"Anson, Tanjong Pagar",1 ROOM,SKYSUITES@ANSON,ENGGOR STREET,51,37.0,Apartment,2008,2025-07-01,Condo / Private Apartment
"Anson, Tanjong Pagar",5 ROOM,SPOTTISWOODE PARK,SPOTTISWOODE PARK ROAD,21,118.0,Apartment,1976,2025-07-01,Condo / Private Apartment
"Raffles Place, Cecil, Marina, People's Park",4 ROOM,THE SAIL @ MARINA BAY,MARINA BOULEVARD,41,87.0,Apartment,2002,2025-07-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",3 ROOM,REGENT PARK,JALAN LEMPENG,06,75.0,Condominium,1993,2025-07-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",5 ROOM,THE PARC CONDOMINIUM,WEST COAST WALK,21,125.0,Condominium,Freehold,2025-07-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",4 ROOM,THE ESTIVA,PASIR PANJANG ROAD,01,93.0,Apartment,Freehold,2025-07-01,Condo / Private Apartment
"Raffles Place, Cecil, Marina, People's Park",2 ROOM,THE CLIFT,MCCALLUM STREET,26,46.0,Apartment,2004,2025-07-01,Condo / Private Apartment
"Anson, Tanjong Pagar",3 ROOM,SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,16,74.0,Condominium,Freehold,2025-07-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",4 ROOM,BLUE HORIZON,WEST COAST CRESCENT,16,89.0,Condominium,2000,2025-07-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",MANSIONETTE,ISLAND VIEW,JALAN MAT JAMBOL,01,325.0,Condominium,Freehold,2025-07-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",5 ROOM,PARC RIVIERA,WEST COAST VALE,36,124.0,Condominium,2015,2025-07-01,Condo / Private Apartment
"Anson, Tanjong Pagar",3 ROOM,LUMIERE,MISTRI ROAD,31,63.0,Apartment,2006,2025-07-01,Condo / Private Apartment
"Raffles Place, Cecil, Marina, People's Park",2 ROOM,ROBINSON SUITES,ROBINSON ROAD,36,46.0,Apartment,Freehold,2025-07-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",4 ROOM,MARGARET VILLE,MARGARET DRIVE,11,90.0,Apartment,2017,2025-07-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",5 ROOM,QUEENS,STIRLING ROAD,11,110.0,Condominium,1998,2025-07-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",3 ROOM,MARGARET VILLE,MARGARET DRIVE,26,65.0,Apartment,2017,2025-07-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",5 ROOM,THE ANCHORAGE,ALEXANDRA ROAD,11,115.0,Condominium,Freehold,2025-07-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",2 ROOM,ECHELON,ALEXANDRA VIEW,16,42.0,Condominium,2012,2025-07-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",5 ROOM,QUEENS,STIRLING ROAD,31,111.0,Condominium,1998,2025-07-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",4 ROOM,EMERALD PARK,INDUS ROAD,06,88.0,Condominium,1991,2025-07-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",3 ROOM,QUEENS PEAK,DUNDEE ROAD,06,72.0,Condominium,2015,2025-07-01,Condo / Private Apartment
"Telok Blangah, Harbourfront",MANSIONETTE,MARINA COLLECTION,COVE DRIVE,01,304.0,Condominium,2007,2025-07-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",5 ROOM,WEST BAY CONDOMINIUM,WEST COAST CRESCENT,06,120.0,Condominium,1991,2025-07-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",5 ROOM,THE METROPOLITAN CONDOMINIUM,ALEXANDRA VIEW,16,126.0,Condominium,2006,2025-07-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",5 ROOM,ECHELON,ALEXANDRA VIEW,21,120.0,Condominium,2012,2025-07-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",EXECUTIVE,AVENUE SOUTH RESIDENCE,SILAT AVENUE,51,139.0,Apartment,2018,2025-07-01,Condo / Private Apartment
"Telok Blangah, Harbourfront",EXECUTIVE,CAPE ROYALE,COVE WAY,11,177.0,Condominium,2008,2025-07-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",2 ROOM,COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,31,43.0,Condominium,2013,2025-07-01,Condo / Private Apartment
"Raffles Place, Cecil, Marina, People's Park",3 ROOM,V ON SHENTON,SHENTON WAY,06,64.0,Apartment,2011,2025-07-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",4 ROOM,HERITAGE VIEW,DOVER RISE,06,90.0,Condominium,1996,2025-06-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",4 ROOM,MENDON SPRING,PASIR PANJANG ROAD,01,98.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",4 ROOM,THE TRILINQ,JALAN LEMPENG,26,103.0,Condominium,2012,2025-06-01,Condo / Private Apartment
"Anson, Tanjong Pagar",3 ROOM,ICON,GOPENG STREET,21,53.0,Apartment,2002,2025-06-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",3 ROOM,ALEXIS,ALEXANDRA ROAD,01,56.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",EXECUTIVE,TANGLIN VIEW,PRINCE CHARLES CRESCENT,16,159.0,Condominium,1997,2025-06-01,Condo / Private Apartment
"Raffles Place, Cecil, Marina, People's Park",4 ROOM,PEOPLE'S PARK COMPLEX,PARK ROAD,21,104.0,Apartment,1968,2025-06-01,Condo / Private Apartment
"Raffles Place, Cecil, Marina, People's Park",4 ROOM,PEOPLE'S PARK COMPLEX,PARK ROAD,26,104.0,Apartment,1968,2025-06-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",4 ROOM,THE VISION,WEST COAST CRESCENT,16,84.0,Condominium,2008,2025-06-01,Condo / Private Apartment
"Telok Blangah, Harbourfront",EXECUTIVE,THE OCEANFRONT @ SENTOSA COVE,OCEAN DRIVE,01,159.0,Condominium,2005,2025-06-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",4 ROOM,MERAPRIME,JALAN BUKIT HO SWEE,21,102.0,Condominium,2003,2025-06-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",5 ROOM,THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,21,112.0,Apartment,2005,2025-06-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",4 ROOM,THE PARC CONDOMINIUM,WEST COAST WALK,16,91.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",5 ROOM,TWIN VEW,WEST COAST VALE,31,128.0,Apartment,2017,2025-06-01,Condo / Private Apartment
"Raffles Place, Cecil, Marina, People's Park",2 ROOM,THE CLIFT,MCCALLUM STREET,16,47.0,Apartment,2004,2025-06-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",4 ROOM,DOVER PARKVIEW,DOVER RISE,01,90.0,Condominium,1993,2025-06-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",4 ROOM,THE VISION,WEST COAST CRESCENT,01,84.0,Condominium,2008,2025-06-01,Condo / Private Apartment
"Telok Blangah, Harbourfront",MANSIONETTE,THE BERTH BY THE COVE,OCEAN DRIVE,06,278.0,Condominium,2004,2025-06-01,Condo / Private Apartment
"Raffles Place, Cecil, Marina, People's Park",3 ROOM,THE SAIL @ MARINA BAY,MARINA BOULEVARD,16,55.0,Apartment,2002,2025-06-01,Condo / Private Apartment
"Raffles Place, Cecil, Marina, People's Park",4 ROOM,MARINA ONE RESIDENCES,MARINA WAY,16,98.0,Apartment,2011,2025-06-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",2 ROOM,ECHELON,ALEXANDRA VIEW,31,42.0,Condominium,2012,2025-06-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",2 ROOM,COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,26,43.0,Condominium,2013,2025-06-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",3 ROOM,WHISTLER GRAND,WEST COAST VALE,36,64.0,Apartment,2018,2025-06-01,Condo / Private Apartment
"Raffles Place, Cecil, Marina, People's Park",EXECUTIVE,MARINA BAY SUITES,CENTRAL BOULEVARD,46,149.0,Condominium,2007,2025-06-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",EXECUTIVE,THE ANCHORAGE,ALEXANDRA ROAD,01,136.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Raffles Place, Cecil, Marina, People's Park",4 ROOM,V ON SHENTON,SHENTON WAY,26,88.0,Apartment,2011,2025-06-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",3 ROOM,PARC RIVIERA,WEST COAST VALE,06,56.0,Condominium,2015,2025-06-01,Condo / Private Apartment
"Telok Blangah, Harbourfront",3 ROOM,THE FORESTA @ MOUNT FABER,WISHART ROAD,01,67.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",4 ROOM,THE VISION,WEST COAST CRESCENT,26,84.0,Condominium,2008,2025-06-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",5 ROOM,ARTRA,ALEXANDRA VIEW,21,114.0,Apartment,2016,2025-06-01,Condo / Private Apartment
"Telok Blangah, Harbourfront",5 ROOM,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,11,111.0,Condominium,2006,2025-06-01,Condo / Private Apartment
"Telok Blangah, Harbourfront",3 ROOM,SKYLINE RESIDENCES,TELOK BLANGAH ROAD,06,77.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Anson, Tanjong Pagar",3 ROOM,EON SHENTON,SHENTON WAY,21,50.0,Apartment,2011,2025-06-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",4 ROOM,THE VISION,WEST COAST CRESCENT,11,84.0,Condominium,2008,2025-06-01,Condo / Private Apartment
"Anson, Tanjong Pagar",3 ROOM,SPOTTISWOODE PARK,SPOTTISWOODE PARK ROAD,11,79.0,Apartment,1979,2025-06-01,Condo / Private Apartment
"Raffles Place, Cecil, Marina, People's Park",3 ROOM,THE SAIL @ MARINA BAY,MARINA BOULEVARD,61,61.0,Apartment,2002,2025-06-01,Condo / Private Apartment
"Raffles Place, Cecil, Marina, People's Park",4 ROOM,PEOPLE'S PARK COMPLEX,PARK ROAD,31,109.0,Apartment,1968,2025-06-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",4 ROOM,THE CLEMENT CANOPY,CLEMENTI AVENUE 1,26,92.0,Apartment,2016,2025-06-01,Condo / Private Apartment
"Raffles Place, Cecil, Marina, People's Park",EXECUTIVE,EMERALD GARDEN,CLUB STREET,11,142.0,Condominium,1827,2025-06-01,Condo / Private Apartment
"Raffles Place, Cecil, Marina, People's Park",4 ROOM,V ON SHENTON,SHENTON WAY,36,82.0,Apartment,2011,2025-06-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",3 ROOM,24 ONE RESIDENCES,PASIR PANJANG ROAD,01,75.0,Apartment,Freehold,2025-06-01,Condo / Private Apartment
"Raffles Place, Cecil, Marina, People's Park",EXECUTIVE,MARINA BAY SUITES,CENTRAL BOULEVARD,51,191.0,Condominium,2007,2025-06-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",4 ROOM,THE INFINITI,WEST COAST PARK,01,85.0,Condominium,Freehold,2025-06-01,Condo / Private Apartment
"Raffles Place, Cecil, Marina, People's Park",3 ROOM,V ON SHENTON,SHENTON WAY,11,64.0,Apartment,2011,2025-05-01,Condo / Private Apartment
"Telok Blangah, Harbourfront",MANSIONETTE,SEASCAPE,COVE WAY,01,202.0,Condominium,2007,2025-05-01,Condo / Private Apartment
"Telok Blangah, Harbourfront",2 ROOM,SKYLINE RESIDENCES,TELOK BLANGAH ROAD,11,45.0,Condominium,Freehold,2025-05-01,Condo / Private Apartment
"Raffles Place, Cecil, Marina, People's Park",2 ROOM,THE CLIFT,MCCALLUM STREET,11,49.0,Apartment,2004,2025-05-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",2 ROOM,PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,06,46.0,Condominium,2014,2025-05-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",3 ROOM,RIVIERE,JIAK KIM STREET,16,78.0,Apartment,2018,2025-05-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",EXECUTIVE,FRAGRANCE COURT,YEW SIANG ROAD,01,132.0,Apartment,Freehold,2025-05-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",4 ROOM,ARTRA,ALEXANDRA VIEW,11,97.0,Apartment,2016,2025-05-01,Condo / Private Apartment
"Pasir Panjang, Hong Leong Garden, Clementi New Town",5 ROOM,PASIR PANJANG COURT,PASIR PANJANG CLOSE,01,124.0,Apartment,Freehold,2025-05-01,Condo / Private Apartment
"Queenstown, Tiong Bahru",3 ROOM,ALEX RESIDENCES,ALEXANDRA VIEW,31,63.0,Apartment,2013,2025-05-01,Condo / Private Apartment
